citing_paper_id,doi,title,year,venue,authors_raw,authors_detail
e0ec3e2eaf2c091fcc95f54749f2a1419c63263e,10.1109/icip61757.2026.11630294,SPIM-FUSE: Sparsely-Coded Image Fusion for Low-Light Enhancement,2026,International Conference on Information Photonics,Sena Yagmur Sen; Gazihan Alankus; Mehmet Turkan,"[{""id"": ""122478756"", ""name"": ""Sena Yagmur Sen"", ""source"": ""s2""}, {""id"": ""2734839"", ""name"": ""Gazihan Alankus"", ""source"": ""s2""}, {""id"": ""70031922"", ""name"": ""Mehmet Turkan"", ""source"": ""s2""}]"
ad8afccbec3dc798ec11eb2192307b3f77a47c8b,10.1109/JIOT.2026.3701729,ViD-EnlightenGAN: A Temporally Aware GAN for Unsupervised Low-Light Video Enhancement,2026,IEEE Internet of Things Journal,Heng Zhang; Yijie Xue; Yanli Liu; Yiwen Ye; Hao Jiang; Feng Shu; Zhimin Chen,"[{""id"": ""40940525"", ""name"": ""Heng Zhang"", ""source"": ""s2""}, {""id"": ""100551091"", ""name"": ""Yijie Xue"", ""source"": ""s2""}, {""id"": ""2108202965"", ""name"": ""Yanli Liu"", ""source"": ""s2""}, {""id"": ""2170220899"", ""name"": ""Yiwen Ye"", ""source"": ""s2""}, {""id"": ""2292414930"", ""name"": ""Hao Jiang"", ""source"": ""s2""}, {""id"": ""2363573892"", ""name"": ""Feng Shu"", ""source"": ""s2""}, {""id"": ""2111354272"", ""name"": ""Zhimin Chen"", ""source"": ""s2""}]"
2558070b1c2e5b9cf3a867d3a9d70eaa7f814062,,Bright-Channel Retinex Enhancement with a Conditional Overdispered-Noise Analysis,2026,,Jongpil Jeong,"[{""id"": ""2314526962"", ""name"": ""Jongpil Jeong"", ""source"": ""s2""}]"
d7665fb470327d388cbebbbbfb4143908445c2cd,,UBLLIE: Unified Backlight and Low-Light Image Enhancement,2026,,Yasmin Yasin; Muhammad Usman; Ibrahim Radwan; Saeed Anwar,"[{""id"": ""2237025751"", ""name"": ""Yasmin Yasin"", ""source"": ""s2""}, {""id"": ""2223436301"", ""name"": ""Muhammad Usman"", ""source"": ""s2""}, {""id"": ""2363859773"", ""name"": ""Ibrahim Radwan"", ""source"": ""s2""}, {""id"": ""2297845544"", ""name"": ""Saeed Anwar"", ""source"": ""s2""}]"
94b12640c1ef5a6f3586a4529d1bb99a729eac58,10.1007/s44443-026-01095-6,UAV-LIENet: a low-light UAV image enhancement network via illumination estimation and guidance,2026,Journal of King Saud University: Computer and Information Sciences,Yueqing Kang; Ruitao Lu; Xiaogang Yang; Zhenhao Cheng; Zhanhong Zhuo; Jiwei Fan,"[{""id"": ""2457732225"", ""name"": ""Yueqing Kang"", ""source"": ""s2""}, {""id"": ""2312758587"", ""name"": ""Ruitao Lu"", ""source"": ""s2""}, {""id"": ""2275298208"", ""name"": ""Xiaogang Yang"", ""source"": ""s2""}, {""id"": ""2152159726"", ""name"": ""Zhenhao Cheng"", ""source"": ""s2""}, {""id"": ""2358272273"", ""name"": ""Zhanhong Zhuo"", ""source"": ""s2""}, {""id"": ""3079153"", ""name"": ""Jiwei Fan"", ""source"": ""s2""}]"
12f83d029aa039d41c997f3e0ab52618fe17298b,10.3389/frai.2026.1858540,PSO-based parameter optimization of intuitionistic fuzzy generator for low-light image enhancement,2026,Frontiers in Artificial Intelligence,U. S.; J. S.,"[{""id"": ""2446810280"", ""name"": ""U. S."", ""source"": ""s2""}, {""id"": ""2438514864"", ""name"": ""J. S."", ""source"": ""s2""}]"
0024e561025f20a598f477407646ec2bda40bdab,,Thresholded Cross-Attention for Reliable Intensity-Chromaticity Fusion in Low-Light Image Enhancement,2026,,Yanyi Wu; Xu Zhang; Junkai Chen; Laibin Chang; Jiaqi Ma; Shi Chen; Linwei Zhu; Jianglei Di; Huan Zhang,"[{""id"": ""2450169397"", ""name"": ""Yanyi Wu"", ""source"": ""s2""}, {""id"": ""2309775557"", ""name"": ""Xu Zhang"", ""source"": ""s2""}, {""id"": ""2450191207"", ""name"": ""Junkai Chen"", ""source"": ""s2""}, {""id"": ""2121619327"", ""name"": ""Laibin Chang"", ""source"": ""s2""}, {""id"": ""2386165627"", ""name"": ""Jiaqi Ma"", ""source"": ""s2""}, {""id"": ""2352985671"", ""name"": ""Shi Chen"", ""source"": ""s2""}, {""id"": ""1969075"", ""name"": ""Linwei Zhu"", ""source"": ""s2""}, {""id"": ""2344127381"", ""name"": ""Jianglei Di"", ""source"": ""s2""}, {""id"": ""2317142984"", ""name"": ""Huan Zhang"", ""source"": ""s2""}]"
2ac225ed6edb52c70ac924908af73695c47b7ef9,10.1109/TIP.2026.3709463,Probabilistic-Based Learning for Joint Light Field Image Compression and Enhancement Under Low-Light Conditions,2026,IEEE Transactions on Image Processing,Deyang Liu; Jimin Wang; Yifan Mao; Mounir Kaaniche; Xiaofei Zhou; Gangyi Jiang; Caifeng Shan,"[{""id"": ""2267870621"", ""name"": ""Deyang Liu"", ""source"": ""s2""}, {""id"": ""2265361368"", ""name"": ""Jimin Wang"", ""source"": ""s2""}, {""id"": ""2117694584"", ""name"": ""Yifan Mao"", ""source"": ""s2""}, {""id"": ""2368358126"", ""name"": ""Mounir Kaaniche"", ""source"": ""s2""}, {""id"": ""2142867508"", ""name"": ""Xiaofei Zhou"", ""source"": ""s2""}, {""id"": ""2250176767"", ""name"": ""Gangyi Jiang"", ""source"": ""s2""}, {""id"": ""2335875287"", ""name"": ""Caifeng Shan"", ""source"": ""s2""}]"
500ae7ee37662ef23a6ac4a9ba77340186a8b0cd,10.1016/j.neucom.2026.133613,Integration of KAN with an enhanced multi-scale mamba architecture for low-light image enhancement,2026,Neurocomputing,Jin Chen; Lei Wang; Yimei Zhang; Jintao Yu,"[{""id"": ""2108461272"", ""name"": ""Jin Chen"", ""source"": ""s2""}, {""id"": ""2273651306"", ""name"": ""Lei Wang"", ""source"": ""s2""}, {""id"": ""2408353005"", ""name"": ""Yimei Zhang"", ""source"": ""s2""}, {""id"": ""2151482846"", ""name"": ""Jintao Yu"", ""source"": ""s2""}]"
fc0d6115c1d3e1806339eaef3b79cdac03d0e559,10.1016/j.knosys.2026.116205,Unleashing the potential of Mamba: A novel approach for low-light image enhancement,2026,Knowledge-Based Systems,Ge Wang; Yong Ma; Jun Huang; You Du; Fan Fan; Zhiqing Zhao; Yi Lu,"[{""id"": ""2296241759"", ""name"": ""Ge Wang"", ""source"": ""s2""}, {""id"": ""2291680328"", ""name"": ""Yong Ma"", ""source"": ""s2""}, {""id"": ""2118226234"", ""name"": ""Jun Huang"", ""source"": ""s2""}, {""id"": ""2217235724"", ""name"": ""You Du"", ""source"": ""s2""}, {""id"": ""40513331"", ""name"": ""Fan Fan"", ""source"": ""s2""}, {""id"": ""2307016443"", ""name"": ""Zhiqing Zhao"", ""source"": ""s2""}, {""id"": ""2398722320"", ""name"": ""Yi Lu"", ""source"": ""s2""}]"
c3832c68ac3cceb4105af2e6cf4fdb5a11cd112a,10.1007/s00371-026-04587-8,Diffusion-guided knowledge absorption for robust object detection under rainy night conditions,2026,The Visual Computer,Q. Hoang; Trung-Hieu Le,"[{""id"": ""2269652471"", ""name"": ""Q. Hoang"", ""source"": ""s2""}, {""id"": ""46230648"", ""name"": ""Trung-Hieu Le"", ""source"": ""s2""}]"
e44e202dc19c9c57e8050f0fe41806ec9a97f12c,10.4028/p-MH2HkP,FRT-Net: A Lightweight Frequency-Spatial Framework for Low-Light Enhancement via Retinex Decomposition and FFT Filtering,2026,Advanced Engineering Forum,Dong Guo; Yi Han,"[{""id"": ""2279317726"", ""name"": ""Dong Guo"", ""source"": ""s2""}, {""id"": ""2238916924"", ""name"": ""Yi Han"", ""source"": ""s2""}]"
1ce0351f318bb42c3d217c10fa96dd4b75e3fa60,10.1145/3805622.3810863,GAformer: Low-Light Image Enhancement Based on Gradient-Aware Kernel and Frequency-Modulated Transformer,2026,International Conference on Multimedia Retrieval,Yifan Shuai; Ke Wang; Weiming Feng; Shuai Pang; Dehua Zhou; Yikui Zhai,"[{""id"": ""2185687544"", ""name"": ""Yifan Shuai"", ""source"": ""s2""}, {""id"": ""2133843529"", ""name"": ""Ke Wang"", ""source"": ""s2""}, {""id"": ""2246983188"", ""name"": ""Weiming Feng"", ""source"": ""s2""}, {""id"": ""2391277255"", ""name"": ""Shuai Pang"", ""source"": ""s2""}, {""id"": ""2376466626"", ""name"": ""Dehua Zhou"", ""source"": ""s2""}, {""id"": ""2205040886"", ""name"": ""Yikui Zhai"", ""source"": ""s2""}]"
78fcd41d22e896dd08cfd9a574d801fc9ee6a8ed,10.1088/1361-6501/ae7b6e,Deep multi-patch hierarchical network for coal-mine roller tank lug low-light image enhancement,2026,Measurement science and technology,Ning Ma; Xiang Lu; Fan Zhang,"[{""id"": ""2312080498"", ""name"": ""Ning Ma"", ""source"": ""s2""}, {""id"": ""2127330048"", ""name"": ""Xiang Lu"", ""source"": ""s2""}, {""id"": ""2346987783"", ""name"": ""Fan Zhang"", ""source"": ""s2""}]"
95c2c99787c133a5c0156fef6fc64fe35481ccf9,10.1145/3815421,Seeing in the Dark with Ambient Guidance,2026,ACM Trans. Multim. Comput. Commun. Appl.,Haofeng Huang; Wenhan Yang; Mengnan Wang; Lingyu Duan; Jiaying Liu,"[{""id"": ""48186372"", ""name"": ""Haofeng Huang"", ""source"": ""s2""}, {""id"": ""2274269967"", ""name"": ""Wenhan Yang"", ""source"": ""s2""}, {""id"": ""2302837742"", ""name"": ""Mengnan Wang"", ""source"": ""s2""}, {""id"": ""2284844824"", ""name"": ""Lingyu Duan"", ""source"": ""s2""}, {""id"": ""2239051902"", ""name"": ""Jiaying Liu"", ""source"": ""s2""}]"
47298d6f6faf953a41d57d7ab8bd7a5c08369946,10.1016/j.asoc.2026.115740,SEGCA-Net: Structure-exposure guided cross attention network for low-light image enhancement,2026,Applied Soft Computing,Dong Guo; Yi Han; Jiaqi Liu,"[{""id"": ""2279317726"", ""name"": ""Dong Guo"", ""source"": ""s2""}, {""id"": ""2364634851"", ""name"": ""Yi Han"", ""source"": ""s2""}, {""id"": ""2378614405"", ""name"": ""Jiaqi Liu"", ""source"": ""s2""}]"
b9919071c867f25fbaf394c0b833c53c20a6e69f,10.1016/j.neucom.2026.134361,CS³-Diff: Collaborative spatio-spectral-scale guided diffusion for low-light image enhancement,2026,Neurocomputing,Zhenghua Zhou; Yuanyuan Zhang; Chenyang Guo; Jianwei Zhao,"[{""id"": ""2524604"", ""name"": ""Zhenghua Zhou"", ""source"": ""s2""}, {""id"": ""2145793664"", ""name"": ""Yuanyuan Zhang"", ""source"": ""s2""}, {""id"": ""2340179320"", ""name"": ""Chenyang Guo"", ""source"": ""s2""}, {""id"": ""2256473027"", ""name"": ""Jianwei Zhao"", ""source"": ""s2""}]"
a363d08af884fb0b425156099555cd27eca23741,10.3390/biomimetics11060401,Lightweight Low-Light Enhancement Network with Multi-Bio-Inspired Visual Mechanisms,2026,Biomimetics,Yafeng Zhao; Xiang Li; Shuaipeng Hao; Ming-Feng Yu; Yanli Gao; Shiwei Fan,"[{""id"": ""2391843151"", ""name"": ""Yafeng Zhao"", ""source"": ""s2""}, {""id"": ""2359045345"", ""name"": ""Xiang Li"", ""source"": ""s2""}, {""id"": ""2137059479"", ""name"": ""Shuaipeng Hao"", ""source"": ""s2""}, {""id"": ""2152599571"", ""name"": ""Ming-Feng Yu"", ""source"": ""s2""}, {""id"": ""2397855154"", ""name"": ""Yanli Gao"", ""source"": ""s2""}, {""id"": ""2284487034"", ""name"": ""Shiwei Fan"", ""source"": ""s2""}]"
6da9fa0fe9b3b41fe7ba627d47a784a32056a84d,10.1109/CICSE70286.2026.11620715,Low-Light Video Frame Enhancement with High-Frequency Reflectance Boosting and Adaptive Illumination Adjustment,2026,2026 International Conference on Computer Intelligence and Software Engineering (CICSE),Hao Li,"[{""id"": ""2353793617"", ""name"": ""Hao Li"", ""source"": ""s2""}]"
1b2711b84d6abaf3bbcf182a2c27a357a166b727,10.1109/IV66570.2026.11624121,PenPy-DETR: A Penta-Pyramid Framework for Small Target Perception in Low-Light,2026,2026 IEEE Intelligent Vehicles Symposium (IV),Yanheng Wen; Yuehai Chen; Yi Shi; Jing Yang,"[{""id"": ""2454927646"", ""name"": ""Yanheng Wen"", ""source"": ""s2""}, {""id"": ""2051695812"", ""name"": ""Yuehai Chen"", ""source"": ""s2""}, {""id"": ""2170852501"", ""name"": ""Yi Shi"", ""source"": ""s2""}, {""id"": ""2143851688"", ""name"": ""Jing Yang"", ""source"": ""s2""}]"
f032ef0a283f237c57449bb2bb220ddfabaaee09,10.48550/arXiv.2605.28605,Internally Referenced Low-Light Enhancement,2026,arXiv.org,Peiyuan He; Hainuo Wang; Hengxing Liu; Mingjia Li; Xiaojie Guo,"[{""id"": ""2438924353"", ""name"": ""Peiyuan He"", ""source"": ""s2""}, {""id"": ""2344307474"", ""name"": ""Hainuo Wang"", ""source"": ""s2""}, {""id"": ""2328382818"", ""name"": ""Hengxing Liu"", ""source"": ""s2""}, {""id"": ""2297826009"", ""name"": ""Mingjia Li"", ""source"": ""s2""}, {""id"": ""2256638354"", ""name"": ""Xiaojie Guo"", ""source"": ""s2""}]"
1a5f2a0dd475755922778d6c95dfba69d56bc785,10.48550/arXiv.2605.23531,PixIE: Prompted Pixel-Space Low-Light Image Enhancement,2026,arXiv.org,Ruirui Lin; Guoxi Huang; D. Bull; N. Anantrasirichai,"[{""id"": ""2283107688"", ""name"": ""Ruirui Lin"", ""source"": ""s2""}, {""id"": ""2311632284"", ""name"": ""Guoxi Huang"", ""source"": ""s2""}, {""id"": ""2241468553"", ""name"": ""D. Bull"", ""source"": ""s2""}, {""id"": ""1756108"", ""name"": ""N. Anantrasirichai"", ""source"": ""s2""}]"
3826c2988bb6f03b0ca2da518545134e2e24a1ed,10.48550/arXiv.2605.22186,Event-Illumination Collaborative Low-light Image Enhancement with a High-resolution Real-world Dataset,2026,arXiv.org,Senyan Xu; Zhijing Sun; Kean Liu; Xin Lu; Ruixuan Jiang; Mingyang Huang; Xueyang Fu; Zheng-Jun Zha,"[{""id"": ""2298415902"", ""name"": ""Senyan Xu"", ""source"": ""s2""}, {""id"": ""2298403164"", ""name"": ""Zhijing Sun"", ""source"": ""s2""}, {""id"": ""2356372019"", ""name"": ""Kean Liu"", ""source"": ""s2""}, {""id"": ""2308422305"", ""name"": ""Xin Lu"", ""source"": ""s2""}, {""id"": ""2362329925"", ""name"": ""Ruixuan Jiang"", ""source"": ""s2""}, {""id"": ""2357049631"", ""name"": ""Mingyang Huang"", ""source"": ""s2""}, {""id"": ""2273893743"", ""name"": ""Xueyang Fu"", ""source"": ""s2""}, {""id"": ""2292182136"", ""name"": ""Zheng-Jun Zha"", ""source"": ""s2""}]"
19d2f3701c200928f52b6fc6f94d919f76f41a12,10.48550/arXiv.2605.22455,Making the Discrete Continuous: Synthetic RAW Augmentations for Fine-Grained Evaluation of Person Detection Performance in Low Light,2026,arXiv.org,V. Pais; Malena Mendilaharzu; Daniele Faccio; Luis Oala; Christoph Clausen; Bruno Sanguinetti,"[{""id"": ""2372915569"", ""name"": ""V. Pais"", ""source"": ""s2""}, {""id"": ""2449256835"", ""name"": ""Malena Mendilaharzu"", ""source"": ""s2""}, {""id"": ""2289610948"", ""name"": ""Daniele Faccio"", ""source"": ""s2""}, {""id"": ""2284772762"", ""name"": ""Luis Oala"", ""source"": ""s2""}, {""id"": ""2064577502"", ""name"": ""Christoph Clausen"", ""source"": ""s2""}, {""id"": ""2265450346"", ""name"": ""Bruno Sanguinetti"", ""source"": ""s2""}]"
7838b9795e995310ef06a552e4f2215ba03eda5c,10.1109/tpami.2026.3696458,Moment-Reenacting: Inverse Motion Degradation with Cross-shutter Guidance,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,Xiang Ji; Guixu Lin; Zhengwei Yin; Jiancheng Zhao; Yinqiang Zheng,"[{""id"": ""2267883576"", ""name"": ""Xiang Ji"", ""source"": ""s2""}, {""id"": ""2261909172"", ""name"": ""Guixu Lin"", ""source"": ""s2""}, {""id"": ""2325717969"", ""name"": ""Zhengwei Yin"", ""source"": ""s2""}, {""id"": ""2325368986"", ""name"": ""Jiancheng Zhao"", ""source"": ""s2""}, {""id"": ""2247926612"", ""name"": ""Yinqiang Zheng"", ""source"": ""s2""}]"
0a4601df6d5a9d39946c05aece1c70d1c107db08,10.1109/IC2PCT68894.2026.11584360,A Survey on Weak Contrast Image Enhancement,2026,"2026 IEEE 6th International Conference on Computing, Power, and Communication Technologies (IC2PCT)",Utkarsh; Shashank Singh; Vikash Kumar Gupta; Himanshu Gautam; Vivek Kumar Jaiswal,"[{""id"": ""2448470544"", ""name"": ""Utkarsh"", ""source"": ""s2""}, {""id"": ""2448926515"", ""name"": ""Shashank Singh"", ""source"": ""s2""}, {""id"": ""2448545181"", ""name"": ""Vikash Kumar Gupta"", ""source"": ""s2""}, {""id"": ""2448470725"", ""name"": ""Himanshu Gautam"", ""source"": ""s2""}, {""id"": ""2448470699"", ""name"": ""Vivek Kumar Jaiswal"", ""source"": ""s2""}]"
fb8e78777949e17a6492c5de6517240145fccff3,10.1038/s41598-026-50746-1,A low-light image enhancement network with attention and cross-branch interaction for real-world low-illumination scenes,2026,Scientific Reports,Yifeng Lin; Yang-kwon Jeong; Chenglin Wen,"[{""id"": ""2404161883"", ""name"": ""Yifeng Lin"", ""source"": ""s2""}, {""id"": ""71041740"", ""name"": ""Yang-kwon Jeong"", ""source"": ""s2""}, {""id"": ""2367323600"", ""name"": ""Chenglin Wen"", ""source"": ""s2""}]"
ea7f4fb3521989004186ddbc81c2bb68c2687cc0,10.48550/arXiv.2605.06084,AMIEOD: Adaptive Multi-Experts Image Enhancement for Object Detection in Low-Illumination Scenes,2026,IEEE transactions on multimedia,Xiaochen Huang; Honggang Chen; Weichen Zhang; Xiao Dai; Yongying Li; Linbo Qing; Xiaohai He,"[{""id"": ""2323717852"", ""name"": ""Xiaochen Huang"", ""source"": ""s2""}, {""id"": ""6222832"", ""name"": ""Honggang Chen"", ""source"": ""s2""}, {""id"": ""2108043700"", ""name"": ""Weichen Zhang"", ""source"": ""s2""}, {""id"": ""2232115529"", ""name"": ""Xiao Dai"", ""source"": ""s2""}, {""id"": ""2370960912"", ""name"": ""Yongying Li"", ""source"": ""s2""}, {""id"": ""2393086506"", ""name"": ""Linbo Qing"", ""source"": ""s2""}, {""id"": ""2290101341"", ""name"": ""Xiaohai He"", ""source"": ""s2""}]"
94b99de142cbeededc861f10bcd594da9de1f6ea,10.1016/j.image.2026.117607,A two-stage low-light image enhancement network combining spatial and frequency information,2026,Signal processing. Image communication,Xuxu Yang; Yitao Liang; Degang Xu; Bin Li; Juan Xia; Lan Li,"[{""id"": ""2274914394"", ""name"": ""Xuxu Yang"", ""source"": ""s2""}, {""id"": ""2325728040"", ""name"": ""Yitao Liang"", ""source"": ""s2""}, {""id"": ""2325706382"", ""name"": ""Degang Xu"", ""source"": ""s2""}, {""id"": ""2326047051"", ""name"": ""Bin Li"", ""source"": ""s2""}, {""id"": ""2325817144"", ""name"": ""Juan Xia"", ""source"": ""s2""}, {""id"": ""2282087684"", ""name"": ""Lan Li"", ""source"": ""s2""}]"
05f3adfc38fca23385b27c210f37b03edd5a45cf,10.1007/s11760-026-05297-3,LIVE-Net: A unified lightweight network for low-light image and video enhancement with temporal consistency,2026,"Signal, Image and Video Processing",Minghai Jiao; Haoyang He; Yixian Liu; Wenyan Jiang; Jiangang Hu; Yuhuai Peng,"[{""id"": ""2307597055"", ""name"": ""Minghai Jiao"", ""source"": ""s2""}, {""id"": ""2326999233"", ""name"": ""Haoyang He"", ""source"": ""s2""}, {""id"": ""2394121791"", ""name"": ""Yixian Liu"", ""source"": ""s2""}, {""id"": ""2308044987"", ""name"": ""Wenyan Jiang"", ""source"": ""s2""}, {""id"": ""2382719073"", ""name"": ""Jiangang Hu"", ""source"": ""s2""}, {""id"": ""2244594477"", ""name"": ""Yuhuai Peng"", ""source"": ""s2""}]"
8872519c1eb863cc5bc67fa66e5ca4306910bc1e,10.1109/MLISE70044.2026.11607532,LADC: A Dual-Branch Adaptive Image Enhancement Method Based on Feature Decoupling,2026,2026 6th International Conference on Machine Learning and Intelligent Systems Engineering (MLISE),Qingpeng Li; Haonan Li; Xinyu Ouyang; Zijian Li,"[{""id"": ""2108701200"", ""name"": ""Qingpeng Li"", ""source"": ""s2""}, {""id"": ""2375343275"", ""name"": ""Haonan Li"", ""source"": ""s2""}, {""id"": ""2452434783"", ""name"": ""Xinyu Ouyang"", ""source"": ""s2""}, {""id"": ""2453047721"", ""name"": ""Zijian Li"", ""source"": ""s2""}]"
277888ed55e84bdd7148d3cf99d4f92c5f478dce,10.1109/yac71005.2026.11615882,An Online Alignment Method for Pixel Misalignment Between Inputs and Ground Truth,2026,Youth Academic Annual Conference of Chinese Association of Automation,Qiong Luo; Bin Pang,"[{""id"": ""2455628112"", ""name"": ""Qiong Luo"", ""source"": ""s2""}, {""id"": ""2455605385"", ""name"": ""Bin Pang"", ""source"": ""s2""}]"
919041dd9587343cb799833c2dc235f595ddba31,10.48550/arXiv.2604.24053,Light 'em Up: Enabling Few-Shot Low-Light 3D Gaussian Splatting with Multi-Scale Explicit Retinex Illumination Decoupling,2026,arXiv.org,Yuhao Yin; Zongji Wang; Yuanben Zhang; Biqing Li; Jiesong Bai; Junyi Liu,"[{""id"": ""2301176355"", ""name"": ""Yuhao Yin"", ""source"": ""s2""}, {""id"": ""2263735881"", ""name"": ""Zongji Wang"", ""source"": ""s2""}, {""id"": ""2278439806"", ""name"": ""Yuanben Zhang"", ""source"": ""s2""}, {""id"": ""2293549849"", ""name"": ""Biqing Li"", ""source"": ""s2""}, {""id"": ""2300253561"", ""name"": ""Jiesong Bai"", ""source"": ""s2""}, {""id"": ""2332040143"", ""name"": ""Junyi Liu"", ""source"": ""s2""}]"
