citing_paper_id,doi,title,year,venue,authors_raw,authors_detail
W3214264009,10.1109/tpami.2021.3126387,Low-Light Image and Video Enhancement Using Deep Learning: A Survey,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,Chongyi Li;Chunle Guo;Ling-Hao Han;Jun Jiang;Ming‐Ming Cheng;Jinwei Gu;Chen Change Loy,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""S-Lab, Nanyang Technological University (NTU), Singapore, Singapore""}],""author"":{""display_name"":""Chongyi Li"",""id"":""https://openalex.org/A5034122071"",""orcid"":""https://orcid.org/0000-0003-2609-2460""},""author_position"":""first"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""S-Lab, Nanyang Technological University (NTU), Singapore, Singapore""],""raw_author_name"":""Chongyi Li"",""raw_orcid"":""https://orcid.org/0000-0003-2609-2460""},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I205237279""],""raw_affiliation_string"":""College of Computer Science, Nankai University, Tianjin, China""}],""author"":{""display_name"":""Chunle Guo"",""id"":""https://openalex.org/A5086639598"",""orcid"":""https://orcid.org/0000-0002-2432-2026""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Nankai University"",""id"":""https://openalex.org/I205237279"",""lineage"":[""https://openalex.org/I205237279""],""ror"":""https://ror.org/01y1kjr75"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Computer Science, Nankai University, Tianjin, China""],""raw_author_name"":""Chunle Guo"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I205237279""],""raw_affiliation_string"":""College of Computer Science, Nankai University, Tianjin, China""}],""author"":{""display_name"":""Ling-Hao Han"",""id"":""https://openalex.org/A5038127444"",""orcid"":null},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Nankai University"",""id"":""https://openalex.org/I205237279"",""lineage"":[""https://openalex.org/I205237279""],""ror"":""https://ror.org/01y1kjr75"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Computer Science, Nankai University, Tianjin, China""],""raw_author_name"":""Linghao Han"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[],""raw_affiliation_string"":""SenseTime, San Jose, CA, USA""}],""author"":{""display_name"":""Jun Jiang"",""id"":""https://openalex.org/A5101678888"",""orcid"":""https://orcid.org/0000-0002-4373-9185""},""author_position"":""middle"",""countries"":[],""institutions"":[],""is_corresponding"":false,""raw_affiliation_strings"":[""SenseTime, San Jose, CA, USA""],""raw_author_name"":""Jun Jiang"",""raw_orcid"":""https://orcid.org/0000-0002-4373-9185""},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I205237279""],""raw_affiliation_string"":""College of Computer Science, Nankai University, Tianjin, China""}],""author"":{""display_name"":""Ming‐Ming Cheng"",""id"":""https://openalex.org/A5037131575"",""orcid"":""https://orcid.org/0000-0001-5550-8758""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Nankai University"",""id"":""https://openalex.org/I205237279"",""lineage"":[""https://openalex.org/I205237279""],""ror"":""https://ror.org/01y1kjr75"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Computer Science, Nankai University, Tianjin, China""],""raw_author_name"":""Ming-Ming Cheng"",""raw_orcid"":""https://orcid.org/0000-0001-5550-8758""},{""affiliations"":[{""institution_ids"":[],""raw_affiliation_string"":""SenseTime, San Jose, CA, USA""}],""author"":{""display_name"":""Jinwei Gu"",""id"":""https://openalex.org/A5100370029"",""orcid"":""https://orcid.org/0000-0001-8705-8237""},""author_position"":""middle"",""countries"":[],""institutions"":[],""is_corresponding"":false,""raw_affiliation_strings"":[""SenseTime, San Jose, CA, USA""],""raw_author_name"":""Jinwei Gu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""S-Lab, Nanyang Technological University (NTU), Singapore, Singapore""}],""author"":{""display_name"":""Chen Change Loy"",""id"":""https://openalex.org/A5005626854"",""orcid"":""https://orcid.org/0000-0001-5345-1591""},""author_position"":""last"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""S-Lab, Nanyang Technological University (NTU), Singapore, Singapore""],""raw_author_name"":""Chen Change Loy"",""raw_orcid"":""https://orcid.org/0000-0001-5345-1591""}]"
W3199334903,10.1609/aaai.v36i3.20162,Low-Light Image Enhancement with Normalizing Flow,2022,Proceedings of the AAAI Conference on Artificial Intelligence,Yufei Wang;Renjie Wan;Wenhan Yang;Haoliang Li;Lap‐Pui Chau;Alex C. Kot,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""Nanyang Technological University""}],""author"":{""display_name"":""Yufei Wang"",""id"":""https://openalex.org/A5100374829"",""orcid"":""https://orcid.org/0000-0002-6326-7357""},""author_position"":""first"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Nanyang Technological University""],""raw_author_name"":""Yufei Wang"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I141568987""],""raw_affiliation_string"":""Hong Kong Baptist University""}],""author"":{""display_name"":""Renjie Wan"",""id"":""https://openalex.org/A5085201191"",""orcid"":""https://orcid.org/0000-0002-0161-0367""},""author_position"":""middle"",""countries"":[""HK""],""institutions"":[{""country_code"":""HK"",""display_name"":""Hong Kong Baptist University"",""id"":""https://openalex.org/I141568987"",""lineage"":[""https://openalex.org/I141568987""],""ror"":""https://ror.org/0145fw131"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Hong Kong Baptist University""],""raw_author_name"":""Renjie Wan"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""Nanyang Technological University""}],""author"":{""display_name"":""Wenhan Yang"",""id"":""https://openalex.org/A5070884682"",""orcid"":""https://orcid.org/0000-0002-1692-0069""},""author_position"":""middle"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Nanyang Technological University""],""raw_author_name"":""Wenhan Yang"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I168719708""],""raw_affiliation_string"":""City University of Hong Kong""}],""author"":{""display_name"":""Haoliang Li"",""id"":""https://openalex.org/A5040091210"",""orcid"":""https://orcid.org/0000-0002-8723-8112""},""author_position"":""middle"",""countries"":[""HK""],""institutions"":[{""country_code"":""HK"",""display_name"":""City University of Hong Kong"",""id"":""https://openalex.org/I168719708"",""lineage"":[""https://openalex.org/I168719708""],""ror"":""https://ror.org/03q8dnn23"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""City University of Hong Kong""],""raw_author_name"":""Haoliang Li"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""Nanyang Technological University""}],""author"":{""display_name"":""Lap‐Pui Chau"",""id"":""https://openalex.org/A5044722301"",""orcid"":""https://orcid.org/0000-0003-4932-0593""},""author_position"":""middle"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Nanyang Technological University""],""raw_author_name"":""Lap-Pui Chau"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""Nanyang Technological University""}],""author"":{""display_name"":""Alex C. Kot"",""id"":""https://openalex.org/A5080977911"",""orcid"":""https://orcid.org/0000-0001-6262-8125""},""author_position"":""last"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Nanyang Technological University""],""raw_author_name"":""Alex Kot"",""raw_orcid"":null}]"
W3022336857,10.1109/access.2020.2992749,An Experiment-Based Review of Low-Light Image Enhancement Methods,2020,IEEE Access,Wencheng Wang;Xiaojin Wu;Xiaohui Yuan;Zairui Gao,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I66883779""],""raw_affiliation_string"":""College of Information and Control Engineering, Weifang University, Weifang, China""}],""author"":{""display_name"":""Wencheng Wang"",""id"":""https://openalex.org/A5100603827"",""orcid"":""https://orcid.org/0000-0002-0888-9225""},""author_position"":""first"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Weifang University"",""id"":""https://openalex.org/I66883779"",""lineage"":[""https://openalex.org/I66883779""],""ror"":""https://ror.org/01frp7483"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Information and Control Engineering, Weifang University, Weifang, China""],""raw_author_name"":""Wencheng Wang"",""raw_orcid"":""https://orcid.org/0000-0002-0888-9225""},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I66883779""],""raw_affiliation_string"":""College of Information and Control Engineering, Weifang University, Weifang, China""}],""author"":{""display_name"":""Xiaojin Wu"",""id"":""https://openalex.org/A5102971201"",""orcid"":""https://orcid.org/0000-0002-9213-3884""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Weifang University"",""id"":""https://openalex.org/I66883779"",""lineage"":[""https://openalex.org/I66883779""],""ror"":""https://ror.org/01frp7483"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Information and Control Engineering, Weifang University, Weifang, China""],""raw_author_name"":""Xiaojin Wu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I123534392""],""raw_affiliation_string"":""College of Engineering, University of North Texas, Denton, USA""}],""author"":{""display_name"":""Xiaohui Yuan"",""id"":""https://openalex.org/A5021355100"",""orcid"":""https://orcid.org/0000-0001-6897-4563""},""author_position"":""middle"",""countries"":[""US""],""institutions"":[{""country_code"":""US"",""display_name"":""University of North Texas"",""id"":""https://openalex.org/I123534392"",""lineage"":[""https://openalex.org/I123534392""],""ror"":""https://ror.org/00v97ad02"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Engineering, University of North Texas, Denton, USA""],""raw_author_name"":""Xiaohui Yuan"",""raw_orcid"":""https://orcid.org/0000-0001-6897-4563""},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I66883779""],""raw_affiliation_string"":""College of Information and Control Engineering, Weifang University, Weifang, China""}],""author"":{""display_name"":""Zairui Gao"",""id"":""https://openalex.org/A5006988179"",""orcid"":""https://orcid.org/0000-0001-8830-3687""},""author_position"":""last"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Weifang University"",""id"":""https://openalex.org/I66883779"",""lineage"":[""https://openalex.org/I66883779""],""ror"":""https://ror.org/01frp7483"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""College of Information and Control Engineering, Weifang University, Weifang, China""],""raw_author_name"":""Zairui Gao"",""raw_orcid"":""https://orcid.org/0000-0001-8830-3687""}]"
W4386066362,10.1109/cvpr52729.2023.02131,Learning a Simple Low-Light Image Enhancer from Paired Low-Light Instances,2023,,Zhenqi Fu;Yang Yan;Xiaotong Tu;Yue Huang;Xinghao Ding;Kai‐Kuang Ma,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China""},{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""}],""author"":{""display_name"":""Zhenqi Fu"",""id"":""https://openalex.org/A5002531550"",""orcid"":""https://orcid.org/0000-0003-2950-7190""},""author_position"":""first"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Xiamen University"",""id"":""https://openalex.org/I191208505"",""lineage"":[""https://openalex.org/I191208505""],""ror"":""https://ror.org/00mcjh785"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China"",""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""],""raw_author_name"":""Zhenqi Fu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I50760025""],""raw_affiliation_string"":""School of Computer Science and Technology, Hangzhou Dianzi University,China""},{""institution_ids"":[""https://openalex.org/I50760025""],""raw_affiliation_string"":""School of Computer Science and Technology, Hangzhou Dianzi University, China""}],""author"":{""display_name"":""Yang Yan"",""id"":""https://openalex.org/A5100318832"",""orcid"":""https://orcid.org/0000-0001-7694-2801""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Hangzhou Dianzi University"",""id"":""https://openalex.org/I50760025"",""lineage"":[""https://openalex.org/I50760025""],""ror"":""https://ror.org/0576gt767"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Computer Science and Technology, Hangzhou Dianzi University,China"",""School of Computer Science and Technology, Hangzhou Dianzi University, China""],""raw_author_name"":""Yan Yang"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China""},{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""}],""author"":{""display_name"":""Xiaotong Tu"",""id"":""https://openalex.org/A5068316504"",""orcid"":""https://orcid.org/0000-0002-7190-2429""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Xiamen University"",""id"":""https://openalex.org/I191208505"",""lineage"":[""https://openalex.org/I191208505""],""ror"":""https://ror.org/00mcjh785"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China"",""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""],""raw_author_name"":""Xiaotong Tu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China""},{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""}],""author"":{""display_name"":""Yue Huang"",""id"":""https://openalex.org/A5100772804"",""orcid"":""https://orcid.org/0000-0002-3913-9400""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Xiamen University"",""id"":""https://openalex.org/I191208505"",""lineage"":[""https://openalex.org/I191208505""],""ror"":""https://ror.org/00mcjh785"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China"",""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""],""raw_author_name"":""Yue Huang"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China""},{""institution_ids"":[""https://openalex.org/I191208505""],""raw_affiliation_string"":""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""}],""author"":{""display_name"":""Xinghao Ding"",""id"":""https://openalex.org/A5052820597"",""orcid"":""https://orcid.org/0000-0003-2288-5287""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Xiamen University"",""id"":""https://openalex.org/I191208505"",""lineage"":[""https://openalex.org/I191208505""],""ror"":""https://ror.org/00mcjh785"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Informatics, Xiamen University,Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China,China"",""Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, School of Informatics, Xiamen University, China""],""raw_author_name"":""Xinghao Ding"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""School of Electrical and Electronic Engineering, Nanyang Technological University,Singapore""},{""institution_ids"":[""https://openalex.org/I172675005""],""raw_affiliation_string"":""School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore""}],""author"":{""display_name"":""Kai‐Kuang Ma"",""id"":""https://openalex.org/A5059248438"",""orcid"":""https://orcid.org/0000-0003-2932-5709""},""author_position"":""last"",""countries"":[""SG""],""institutions"":[{""country_code"":""SG"",""display_name"":""Nanyang Technological University"",""id"":""https://openalex.org/I172675005"",""lineage"":[""https://openalex.org/I172675005""],""ror"":""https://ror.org/02e7b5302"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""School of Electrical and Electronic Engineering, Nanyang Technological University,Singapore"",""School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore""],""raw_author_name"":""Kai-Kuang Ma"",""raw_orcid"":null}]"
W3119525307,10.1007/s11263-020-01418-8,Benchmarking Low-Light Image Enhancement and Beyond,2021,International Journal of Computer Vision,Jiaying Liu;Dejia Xu;Wenhan Yang;Minhao Fan;Haofeng Huang,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I20231570""],""raw_affiliation_string"":""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""}],""author"":{""display_name"":""Jiaying Liu"",""id"":""https://openalex.org/A5100761525"",""orcid"":""https://orcid.org/0000-0002-0468-9576""},""author_position"":""first"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peking University"",""id"":""https://openalex.org/I20231570"",""lineage"":[""https://openalex.org/I20231570""],""ror"":""https://ror.org/02v51f717"",""type"":""education""}],""is_corresponding"":true,""raw_affiliation_strings"":[""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""],""raw_author_name"":""Jiaying Liu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I20231570""],""raw_affiliation_string"":""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""}],""author"":{""display_name"":""Dejia Xu"",""id"":""https://openalex.org/A5084521327"",""orcid"":""https://orcid.org/0000-0001-8474-3095""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peking University"",""id"":""https://openalex.org/I20231570"",""lineage"":[""https://openalex.org/I20231570""],""ror"":""https://ror.org/02v51f717"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""],""raw_author_name"":""Dejia Xu"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I20231570""],""raw_affiliation_string"":""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""}],""author"":{""display_name"":""Wenhan Yang"",""id"":""https://openalex.org/A5070884682"",""orcid"":""https://orcid.org/0000-0002-1692-0069""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peking University"",""id"":""https://openalex.org/I20231570"",""lineage"":[""https://openalex.org/I20231570""],""ror"":""https://ror.org/02v51f717"",""type"":""education""}],""is_corresponding"":true,""raw_affiliation_strings"":[""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""],""raw_author_name"":""Wenhan Yang"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I20231570""],""raw_affiliation_string"":""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""}],""author"":{""display_name"":""Minhao Fan"",""id"":""https://openalex.org/A5028107736"",""orcid"":null},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peking University"",""id"":""https://openalex.org/I20231570"",""lineage"":[""https://openalex.org/I20231570""],""ror"":""https://ror.org/02v51f717"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""],""raw_author_name"":""Minhao Fan"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I20231570""],""raw_affiliation_string"":""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""}],""author"":{""display_name"":""Haofeng Huang"",""id"":""https://openalex.org/A5028420385"",""orcid"":""https://orcid.org/0000-0002-1480-7388""},""author_position"":""last"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peking University"",""id"":""https://openalex.org/I20231570"",""lineage"":[""https://openalex.org/I20231570""],""ror"":""https://ror.org/02v51f717"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Wangxuan Institute of Computer Technology, Peking University, Beijing, China""],""raw_author_name"":""Haofeng Huang"",""raw_orcid"":null}]"
W3161732772,10.1007/s11263-021-01466-8,Attention Guided Low-Light Image Enhancement with a Large Scale Low-Light Simulation Dataset,2021,International Journal of Computer Vision,Feifan Lv;Yu Li;Feng Lu,"[{""affiliations"":[{""institution_ids"":[""https://openalex.org/I82880672""],""raw_affiliation_string"":""State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, 100191, China""}],""author"":{""display_name"":""Feifan Lv"",""id"":""https://openalex.org/A5070644322"",""orcid"":null},""author_position"":""first"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Beihang University"",""id"":""https://openalex.org/I82880672"",""lineage"":[""https://openalex.org/I82880672""],""ror"":""https://ror.org/00wk2mp56"",""type"":""education""}],""is_corresponding"":false,""raw_affiliation_strings"":[""State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, 100191, China""],""raw_author_name"":""Feifan Lv"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I2250653659""],""raw_affiliation_string"":""Applied Research Center ARC, Tencent PCG, Shenzhen, 518066, China""}],""author"":{""display_name"":""Yu Li"",""id"":""https://openalex.org/A5100345915"",""orcid"":""https://orcid.org/0000-0003-1865-8276""},""author_position"":""middle"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Tencent (China)"",""id"":""https://openalex.org/I2250653659"",""lineage"":[""https://openalex.org/I2250653659""],""ror"":""https://ror.org/00hhjss72"",""type"":""company""}],""is_corresponding"":false,""raw_affiliation_strings"":[""Applied Research Center ARC, Tencent PCG, Shenzhen, 518066, China""],""raw_author_name"":""Yu Li"",""raw_orcid"":null},{""affiliations"":[{""institution_ids"":[""https://openalex.org/I4210136793""],""raw_affiliation_string"":""Peng Cheng Laboratory, Shenzhen, 518066, China""},{""institution_ids"":[""https://openalex.org/I82880672""],""raw_affiliation_string"":""State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, 100191, China""}],""author"":{""display_name"":""Feng Lu"",""id"":""https://openalex.org/A5050527785"",""orcid"":""https://orcid.org/0000-0001-9064-7964""},""author_position"":""last"",""countries"":[""CN""],""institutions"":[{""country_code"":""CN"",""display_name"":""Peng Cheng Laboratory"",""id"":""https://openalex.org/I4210136793"",""lineage"":[""https://openalex.org/I4210136793""],""ror"":""https://ror.org/03qdqbt06"",""type"":""facility""},{""country_code"":""CN"",""display_name"":""Beihang University"",""id"":""https://openalex.org/I82880672"",""lineage"":[""https://openalex.org/I82880672""],""ror"":""https://ror.org/00wk2mp56"",""type"":""education""}],""is_corresponding"":true,""raw_affiliation_strings"":[""Peng Cheng Laboratory, Shenzhen, 518066, China"",""State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, 100191, China""],""raw_author_name"":""Feng Lu"",""raw_orcid"":""https://orcid.org/0000-0001-9064-7964""}]"
